,,$0 ,$55,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,55 ,60 ,,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,60 ,65 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,65 ,70 ,,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,70 ,75 ,,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,75 ,80 ,,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,80 ,85 ,,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,85 ,90 ,,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,90 ,95 ,,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,95 ,100 ,,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,100 ,105 ,,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,105 ,110 ,,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,110 ,115 ,,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,115 ,120 ,,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,120 ,125 ,,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,125 ,130 ,,8 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,130 ,135 ,,9 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,135 ,140 ,,9 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,140 ,145 ,,10 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,145 ,150 ,,10 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,150 ,155 ,,11 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,155 ,160 ,,11 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,160 ,165 ,,12 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,165 ,170 ,,12 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,170 ,175 ,,13 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,175 ,180 ,,13 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,180 ,185 ,,14 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,185 ,190 ,,14 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,190 ,195 ,,15 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,195 ,200 ,,15 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,200 ,210 ,,16 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,210 ,220 ,,17 ,9 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,220 ,230 ,,18 ,10 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,230 ,240 ,,20 ,11 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,240 ,250 ,,21 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,250 ,260 ,,23 ,13 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,260 ,270 ,,24 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,270 ,280 ,,26 ,15 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,280 ,290 ,,27 ,16 ,9 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,290 ,300 ,,29 ,17 ,10 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,300 ,310 ,,30 ,19 ,11 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,310 ,320 ,,32 ,20 ,12 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,320 ,330 ,,33 ,22 ,13 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,330 ,340 ,,35 ,23 ,14 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,340 ,350 ,,36 ,25 ,15 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,350 ,360 ,,38 ,26 ,16 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,360 ,370 ,,39 ,28 ,17 ,9 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,370 ,380 ,,41 ,29 ,18 ,10 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,380 ,390 ,,42 ,31 ,19 ,11 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,390 ,400 ,,44 ,32 ,21 ,12 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,400 ,410 ,,45 ,34 ,22 ,13 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,410 ,420 ,,47 ,35 ,24 ,14 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,420 ,430 ,,48 ,37 ,25 ,15 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,
,,430 ,440 ,,50 ,38 ,27 ,16 ,8 ,1 ,0 ,0 ,0 ,0 ,0 ,
,,440 ,450 ,,51 ,40 ,28 ,17 ,9 ,2 ,0 ,0 ,0 ,0 ,0 ,
,,450 ,460 ,,53 ,41 ,30 ,18 ,10 ,3 ,0 ,0 ,0 ,0 ,0 ,
,,460 ,470 ,,54 ,43 ,31 ,20 ,11 ,4 ,0 ,0 ,0 ,0 ,0 ,
,,470 ,480 ,,56 ,44 ,33 ,21 ,12 ,5 ,0 ,0 ,0 ,0 ,0 ,
,,480 ,490 ,,57 ,46 ,34 ,23 ,13 ,6 ,0 ,0 ,0 ,0 ,0 ,
,,490 ,500 ,,59 ,47 ,36 ,24 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,
,,500 ,510 ,,60 ,49 ,37 ,26 ,15 ,8 ,0 ,0 ,0 ,0 ,0 ,
,,510 ,520 ,,62 ,50 ,39 ,27 ,16 ,9 ,1 ,0 ,0 ,0 ,0 ,
,,520 ,530 ,,63 ,52 ,40 ,29 ,17 ,10 ,2 ,0 ,0 ,0 ,0 ,
,,530 ,540 ,,65 ,53 ,42 ,30 ,19 ,11 ,3 ,0 ,0 ,0 ,0 ,
,,540 ,550 ,,66 ,55 ,43 ,32 ,20 ,12 ,4 ,0 ,0 ,0 ,0 ,
,,550 ,560 ,,68 ,56 ,45 ,33 ,22 ,13 ,5 ,0 ,0 ,0 ,0 ,
,,560 ,570 ,,69 ,58 ,46 ,35 ,23 ,14 ,6 ,0 ,0 ,0 ,0 ,
,,570 ,580 ,,71 ,59 ,48 ,36 ,25 ,15 ,7 ,0 ,0 ,0 ,0 ,
,,580 ,590 ,,72 ,61 ,49 ,38 ,26 ,16 ,8 ,0 ,0 ,0 ,0 ,
,,590 ,600 ,,74 ,62 ,51 ,39 ,28 ,17 ,9 ,1 ,0 ,0 ,0 ,
,,600 ,610 ,,75 ,64 ,52 ,41 ,29 ,18 ,10 ,2 ,0 ,0 ,0 ,
,,610 ,620 ,,77 ,65 ,54 ,42 ,31 ,19 ,11 ,3 ,0 ,0 ,0 ,
,,620 ,630 ,,78 ,67 ,55 ,44 ,32 ,21 ,12 ,4 ,0 ,0 ,0 ,
,,630 ,640 ,,80 ,68 ,57 ,45 ,34 ,22 ,13 ,5 ,0 ,0 ,0 ,
,,640 ,650 ,,81 ,70 ,58 ,47 ,35 ,24 ,14 ,6 ,0 ,0 ,0 ,
,,650 ,660 ,,83 ,71 ,60 ,48 ,37 ,25 ,15 ,7 ,0 ,0 ,0 ,
,,660 ,670 ,,84 ,73 ,61 ,50 ,38 ,27 ,16 ,8 ,1 ,0 ,0 ,
,,670 ,680 ,,86 ,74 ,63 ,51 ,40 ,28 ,17 ,9 ,2 ,0 ,0 ,
,,680 ,690 ,,87 ,76 ,64 ,53 ,41 ,30 ,18 ,10 ,3 ,0 ,0 ,
,,690 ,700 ,,89 ,77 ,66 ,54 ,43 ,31 ,20 ,11 ,4 ,0 ,0 ,
,,700 ,710 ,,90 ,79 ,67 ,56 ,44 ,33 ,21 ,12 ,5 ,0 ,0 ,
,,710 ,720 ,,92 ,80 ,69 ,57 ,46 ,34 ,23 ,13 ,6 ,0 ,0 ,
,,720 ,730 ,,93 ,82 ,70 ,59 ,47 ,36 ,24 ,14 ,7 ,0 ,0 ,
,,730 ,740 ,,95 ,83 ,72 ,60 ,49 ,37 ,26 ,15 ,8 ,0 ,0 ,
,,740 ,750 ,,96 ,85 ,73 ,62 ,50 ,39 ,27 ,16 ,9 ,1 ,0 ,
,,750 ,760 ,,98 ,86 ,75 ,63 ,52 ,40 ,29 ,17 ,10 ,2 ,0 ,
,,760 ,770 ,,99 ,88 ,76 ,65 ,53 ,42 ,30 ,18 ,11 ,3 ,0 ,
,,770 ,780 ,,102 ,89 ,78 ,66 ,55 ,43 ,32 ,20 ,12 ,4 ,0 ,
,,780 ,790 ,,104 ,91 ,79 ,68 ,56 ,45 ,33 ,21 ,13 ,5 ,0 ,
,,790 ,800 ,,107 ,92 ,81 ,69 ,58 ,46 ,35 ,23 ,14 ,6 ,0 ,
,,800 ,810 ,,109 ,94 ,82 ,71 ,59 ,48 ,36 ,24 ,15 ,7 ,0 ,
,,810 ,820 ,,112 ,95 ,84 ,72 ,61 ,49 ,38 ,26 ,16 ,8 ,0 ,
,,820 ,830 ,,114 ,97 ,85 ,74 ,62 ,51 ,39 ,27 ,17 ,9 ,1 ,
,,830 ,840 ,,117 ,98 ,87 ,75 ,64 ,52 ,41 ,29 ,18 ,10 ,2 ,
,,840 ,850 ,,119 ,100 ,88 ,77 ,65 ,54 ,42 ,30 ,19 ,11 ,3 ,
,,850 ,860 ,,122 ,103 ,90 ,78 ,67 ,55 ,44 ,32 ,20 ,12 ,4 ,
,,860 ,870 ,,124 ,105 ,91 ,80 ,68 ,57 ,45 ,33 ,22 ,13 ,5 ,
,,870 ,880 ,,127 ,108 ,93 ,81 ,70 ,58 ,47 ,35 ,23 ,14 ,6 ,
,,880 ,890 ,,129 ,110 ,94 ,83 ,71 ,60 ,48 ,36 ,25 ,15 ,7 ,
,,890 ,900 ,,132 ,113 ,96 ,84 ,73 ,61 ,50 ,38 ,26 ,16 ,8 ,
,,900 ,910 ,,134 ,115 ,97 ,86 ,74 ,63 ,51 ,39 ,28 ,17 ,9 ,
,,910 ,920 ,,137 ,118 ,99 ,87 ,76 ,64 ,53 ,41 ,29 ,18 ,10 ,
,,920 ,930 ,,139 ,120 ,101 ,89 ,77 ,66 ,54 ,42 ,31 ,19 ,11 ,
,,930 ,940 ,,142 ,123 ,103 ,90 ,79 ,67 ,56 ,44 ,32 ,21 ,12 ,
,,940 ,950 ,,144 ,125 ,106 ,92 ,80 ,69 ,57 ,45 ,34 ,22 ,13 ,
,,950 ,960 ,,147 ,128 ,108 ,93 ,82 ,70 ,59 ,47 ,35 ,24 ,14 ,
,,960 ,970 ,,149 ,130 ,111 ,95 ,83 ,72 ,60 ,48 ,37 ,25 ,15 ,
,,970 ,980 ,,152 ,133 ,113 ,96 ,85 ,73 ,62 ,50 ,38 ,27 ,16 ,
,,980 ,990 ,,154 ,135 ,116 ,98 ,86 ,75 ,63 ,51 ,40 ,28 ,17 ,
,,990 ,1000 ,,157 ,138 ,118 ,99 ,88 ,76 ,65 ,53 ,41 ,30 ,18 ,
,,1000 ,1010 ,,159 ,140 ,121 ,102 ,89 ,78 ,66 ,54 ,43 ,31 ,20 ,
,,1010 ,1020 ,,162 ,143 ,123 ,104 ,91 ,79 ,68 ,56 ,44 ,33 ,21 ,
,,1020 ,1030 ,,164 ,145 ,126 ,107 ,92 ,81 ,69 ,57 ,46 ,34 ,23 ,
,,1030 ,1040 ,,167 ,148 ,128 ,109 ,94 ,82 ,71 ,59 ,47 ,36 ,24 ,
,,1040 ,1050 ,,169 ,150 ,131 ,112 ,95 ,84 ,72 ,60 ,49 ,37 ,26 ,
,,1050 ,1060 ,,172 ,153 ,133 ,114 ,97 ,85 ,74 ,62 ,50 ,39 ,27 ,
,,1060 ,1070 ,,174 ,155 ,136 ,117 ,98 ,87 ,75 ,63 ,52 ,40 ,29 ,
,,1070 ,1080 ,,177 ,158 ,138 ,119 ,100 ,88 ,77 ,65 ,53 ,42 ,30 ,
,,1080 ,1090 ,,179 ,160 ,141 ,122 ,102 ,90 ,78 ,66 ,55 ,43 ,32 ,
,,1090 ,1100 ,,182 ,163 ,143 ,124 ,105 ,91 ,80 ,68 ,56 ,45 ,33 ,
,,1100 ,1110 ,,184 ,165 ,146 ,127 ,107 ,93 ,81 ,69 ,58 ,46 ,35 ,
,,1110 ,1120 ,,187 ,168 ,148 ,129 ,110 ,94 ,83 ,71 ,59 ,48 ,36 ,
,,1120 ,1130 ,,189 ,170 ,151 ,132 ,112 ,96 ,84 ,72 ,61 ,49 ,38 ,
,,1130 ,1140 ,,192 ,173 ,153 ,134 ,115 ,97 ,86 ,74 ,62 ,51 ,39 ,
,,1140 ,1150 ,,194 ,175 ,156 ,137 ,117 ,99 ,87 ,75 ,64 ,52 ,41 ,
,,1150 ,1160 ,,197 ,178 ,158 ,139 ,120 ,101 ,89 ,77 ,65 ,54 ,42 ,
,,1160 ,1170 ,,199 ,180 ,161 ,142 ,122 ,103 ,90 ,78 ,67 ,55 ,44 ,
,,1170 ,1180 ,,202 ,183 ,163 ,144 ,125 ,106 ,92 ,80 ,68 ,57 ,45 ,
,,1180 ,1190 ,,204 ,185 ,166 ,147 ,127 ,108 ,93 ,81 ,70 ,58 ,47 ,
,,1190 ,1200 ,,207 ,188 ,168 ,149 ,130 ,111 ,95 ,83 ,71 ,60 ,48 ,
,,1200 ,1210 ,,209 ,190 ,171 ,152 ,132 ,113 ,96 ,84 ,73 ,61 ,50 ,
,,1210 ,1220 ,,212 ,193 ,173 ,154 ,135 ,116 ,98 ,86 ,74 ,63 ,51 ,
,,1220 ,1230 ,,214 ,195 ,176 ,157 ,137 ,118 ,99 ,87 ,76 ,64 ,53 ,
,,1230 ,1240 ,,217 ,198 ,178 ,159 ,140 ,121 ,101 ,89 ,77 ,66 ,54 ,
,,1240 ,1250 ,,219 ,200 ,181 ,162 ,142 ,123 ,104 ,90 ,79 ,67 ,56 ,